name,url1,url2,web,ico,genre,country,iso,city,language,codec,lat,lon
Radio Art - Solo Instruments,http://air.radioart.com/fSolo_instruments.mp3,http://air.radioart.com/fSolo_instruments.mp3,https://www.radioart.com/,https://www.radioart.com/templates/yootheme/cache/logo-2d9baf0b.png,"classical,instrumental,music",Greece,GR,,english,MP3,,
Radio Art - Spa,http://air-tunein.radioart.com/fSpa.mp3,http://air-tunein.radioart.com/fSpa.mp3,https://www.radioart.com/,https://cdn-profiles.tunein.com/s247230/images/logoq.jpg,"ambient,instrumental,soft music",Greece,GR,,english,MP3,,
Radio Art - Spa(2),http://air.radioart.com/fSpa.mp3,http://air.radioart.com/fSpa.mp3,https://www.radioart.com/,,"ambient,instrumental,soft music",Greece,GR,,english,MP3,,
Radio Art - Stress Relief,http://air-tunein.radioart.com/fStress_relief.mp3,http://air-tunein.radioart.com/fStress_relief.mp3,https://www.radioart.com/,https://cdn-profiles.tunein.com/s138805/images/logoq.jpg,"instrumental,soft music",Greece,GR,,english,MP3,,
Radio Art - Work,http://air.radioart.com/fFor_work.mp3,http://air.radioart.com/fFor_work.mp3,https://www.radioart.com/,,"classical,instrumental,music for study",Greece,GR,,english,MP3,,
Radio Art - Yoga,http://air-tunein.radioart.com/fYoga.mp3,http://air-tunein.radioart.com/fYoga.mp3,https://www.radioart.com/,,"ambient,instrumental,soft music",Greece,GR,,english,MP3,,
Radio Art - Yoga(2),http://air.radioart.com/fYoga.mp3,http://air.radioart.com/fYoga.mp3,https://www.radioart.com/,,"ambient,instrumental,soft music",Greece,GR,,english,MP3,,
Radio Caprice - Harp,http://213.141.131.10:8000/harp,http://213.141.131.10:8000/harp,http://radcap.ru/harp.html,http://radcap.ru/apple-touch-icon.png,"classical,harp,instrumental",The Russian Federation,RU,,"english,russian",AAC+,,
Radio Caprice - Instrumental Hip-hop,http://79.120.77.11:8000/instrumentalhiphop,http://79.120.77.11:8000/instrumentalhiphop,http://radcap.ru/instrumentalhiphop.html,http://radcap.ru/favicon.ico,"hip-hop,hiphop,instrumental,instrumental hiphop",The Russian Federation,RU,,,AAC+,,
Radio Caprice - Instrumental Music,http://79.120.77.11:8002/instrumental,http://79.120.77.11:8002/instrumental,http://radcap.ru/instrumental.html,http://radcap.ru/apple-touch-icon.png,instrumental,The Russian Federation,RU,,,AAC+,,
Radio Caprice - Instrumental Music,http://79.120.77.11:8000/instrumental,http://79.120.77.11:8000/instrumental,http://radcap.ru/instrumental.html,http://radcap.ru/apple-touch-icon.png,instrumental,The Russian Federation,RU,,,AAC+,,
Radio Caprice - Instrumental Rock,http://79.120.39.202:8002/instrumentalrock,http://79.120.39.202:8002/instrumentalrock,http://radcap.ru/instrumentalrock.html,http://radcap.ru/apple-touch-icon.png,"guitar rock,instrumental,instrumental rock,rock",The Russian Federation,RU,,,AAC+,,
Radio Caprice - Instrumental Rock,http://79.120.39.202:9077/,http://79.120.39.202:9077/,http://www.radcap.ru/instrumentalrock.html,http://www.radcap.ru/apple-touch-icon.png,instrumental rock,The Russian Federation,RU,,,AAC+,,
Radio Caprice Math Rock,http://79.120.39.202:8000/mathrock,http://79.120.39.202:8000/mathrock,http://radcap.ru/mathrock.html,http://radcap.ru/apple-touch-icon.png,"instrumental,math rock,rock",The Russian Federation,RU,,,AAC+,,
Radio Caprice Minimalism,http://213.141.131.10:8000/minimalism,http://213.141.131.10:8000/minimalism,http://radcap.ru/minimalism.html,http://radcap.ru/apple-touch-icon.png,"instrumental,minimalism",The Russian Federation,RU,,,AAC+,,
Radio Enciclopedia,https://icecast.teveo.cu/9Rnrbjzq,https://icecast.teveo.cu/9Rnrbjzq,https://www.radioenciclopedia.cu/,,"cultural,instrumental,news",Cuba,CU,,spanish,MP3,,
RADIO ESCAPE,https://radio.cast.click:8020/radioescape.flac,https://radio.cast.click:8020/radioescape.flac,https://radioescape.com.tr/,,"electronic,hiphop,instrumental,jazz",Turkey,TR,,"english,turkish",AAC,,
Radio Krš,https://stream.radiokrs.me:8443/lq.mp3,https://stream.radiokrs.me:8443/lq.mp3,https://radiokrs.com/,,classic - instrumental,Montenegro,ME,,montenegro,MP3,,
Radio Lagoshevtsi,http://radio.jump.bg:8484/stream,http://radio.jump.bg:8484/stream,https://mmirojv.business.site/,https://i.postimg.cc/ryrByX5B/App-Logo.png,"ambient,folk,instrumental,rock",Bulgaria,BG,Vidin,serbian,MP3,44.000884533941,22.866818904877
Radio Legislatura,http://186.189.66.4:8100/source,http://186.189.66.4:8100/source,https://www.legislaturamendoza.gov.ar/radio,https://www.legislaturamendoza.gov.ar/favicon.ico,"classical,foclore argentino,folclore,instrumental,pop,rock,rock argentino",Argentina,AR,Mendoza,spanish,AAC+,-32.889895320571,-68.84264677763
Rádio Máquina Instrumental,https://servidor29-2.brlogic.com:8578/live,https://servidor29-2.brlogic.com:8578/live,http://radioinstrumental.com.br/,https://public-rf-assets.minhawebradio.net/img/favicon.ico,"instrumental,orquesta",Brazil,BR,,brazilian portuguese,MP3,,
Radio Noordvaarder Angel Healing,http://www1.radionoordvaarder.nl:8000/;,http://www1.radionoordvaarder.nl:8000/;,http://radionoordvaarder.nl/,,"instrumental,new age",The Netherlands,NL,,dutch,MP3,,
Radio Noordvaarder Healing,http://www1.radionoordvaarder.nl:8500/;,http://www1.radionoordvaarder.nl:8500/;,http://radionoordvaarder.nl/,http://radionoordvaarder.nl/favicon.ico,"instrumental,new age",The Netherlands,NL,,dutch,MP3,,
Radio Noordvaarder Healing Wellness,http://www1.radionoordvaarder.nl:8300/;,http://www1.radionoordvaarder.nl:8300/;,http://radionoordvaarder.nl/,,"instrumental,new age",The Netherlands,NL,,dutch,MP3,,
Radio Relaxo,https://ragss.ca:8010/stream,https://ragss.ca:8010/stream,https://radiorelaxo.radioarcadiagroup.com/,,"chillout,classical,instrumental music,spacemusic,vocal,world music,worldbeat",Canada,CA,Toronto,english,MP3,,
RMNinstrumental,http://stream.instrumentalhits.de:8060/,http://stream.instrumentalhits.de:8060/,http://www.instrumentalhits.de/,,instrumental,Germany,DE,,,MP3,,
ROMANTIC PIANO by Epic Piano,https://stream.epic-piano.com/romantic-piano?ref=radiobrowser,https://stream.epic-piano.com/romantic-piano?ref=radiobrowser,https://epic-piano.com/,https://i.ibb.co/tXG5R92/Romantic-PIANO.jpg,"classic,classical,classical music,classical piano,classics,instrumental,piano,piano jazz,romantic,romantic music",Germany,DE,NRW,"american english,deutsch fränkisch,english,german",MP3,51.127660326366,7.91015625
Roots Legacy Radio - Dub Radio,http://rootslegacy.fr:8080/listen1,http://rootslegacy.fr:8080/listen1,https://www.rootslegacy.fr/,,"dub,instrumental,reggae",France,FR,,,MP3,,
Saloniker Web Radio,http://stream.laut.fm/saloniker-web-radio,http://saloniker-web-radio.stream.laut.fm/saloniker-web-radio?t302=2023-09-30_11-10-00&uuid=85f1e4a1-6148-44df-afa5-85cfb1c4372b,http://www.saloniker.de/,http://www.saloniker.de/typo3temp/pics/aa7eb36e92.jpg,"classical,instrumental,salonmusik",Germany,DE,,german,MP3,,
SMOOTH JAZZ DELUXE,https://mpc1.mediacp.eu/stream/smoothjazzdeluxe,https://mpc1.mediacp.eu/stream/smoothjazzdeluxe,https://radiosuitenetwork.torontocast.stream/smooth-jazz-deluxe/,,"ambient,ambient and relaxation music,chillout,chillout+lounge,instrumental music,jazz,love,relax,relaxation music,smooth,smooth jazz,smooth lounge,smooth reggae,smoothjazz,soft music",Canada,CA,Ontario,english,MP3,43.636572105023,-79.38720703125
SOLO PIANO by Epic Piano,https://stream.epic-piano.com/solo-piano?ref=radiobrowser,https://stream.epic-piano.com/solo-piano?ref=radiobrowser,https://epic-piano.com/,https://i.ibb.co/tQfcbfR/Solo-PIANO.jpg,"classic,classical,classical piano,classics,instrumental,new age piano,piano,piano jazz",Germany,DE,NRW,"american english,deutsch fränkisch,english,german,low german",MP3,51.21180343474,7.7659606933594
Soundtrack Radio Station,http://quincy.torontocast.com:2410/stream,http://quincy.torontocast.com:2410/stream,https://soundtrackradiostation.com/,https://www.radio.net/images/broadcasts/9d/8d/39794/1/c300.png,"cinema,classical,film score,instrumental,movie,soundtrack",The Netherlands,NL,Amsterdam,,MP3,,
SUN Classique,https://diffusion.lafrap.fr/sun-classique.mp3,https://diffusion.lafrap.fr/sun-classique.mp3,https://www.lesonunique.com/,,"classical,classique,instrumental,opera,salon",France,FR,,,MP3,,
Sunradio - Best international Music,http://www.sunradio.ch/livestream.m3u,http://87.237.169.24:8000/live,http://www.sunradio.ch/,,"80s,chansons françaises,classic rock,greek,instrumental,italian pop,pop,soundtracks",Switzerland,CH,Kanton Bern,german,MP3,,
Super Relax FM - Radio.menu,https://streams.radio.menu/listen/super-relax-fm/radio.mp3,https://streams.radio.menu/listen/super-relax-fm/radio.mp3,http://radio.menu/,https://radio.menu/assets/img/en/apple-touch-icon.png,"ambient,bossa nova,chill-out,chillout,classical,deep house. acoustic,downtempo,easy listening,electronic,instrumental,jazz,lounge,love,meditation,nature sounds,new age,peace,relax,smooth,soul,spa,world music,yoga",Germany,DE,,,MP3,,
SuperStereo 6 Flac,http://198.204.228.202:8157/flac6,http://198.204.228.202:8157/flac6,http://www.superstereoradiochile.com/,,instrumental,Chile,CL,,,OGG,,
SWR4 BW [48 aac],https://liveradio.swr.de/sw890cl/swr4bw/,https://f121.rndfnk.com/ard/swr/swr4/bw/aac/48/stream.aac?aggregator=web&cid=01FC1X86VT36Q01G4NBJ3Q4R1Z&sid=2W6tql9PAyNwClHiFwiHiofJoHx&token=mkprx6JuOsOrvu3ee-MuXGysm8mELJZdDoKYGulciNg&tvf=Hz5Ha9K1iRdmMTIxLnJuZGZuay5jb20,https://www.swr.de/swr4/index.html,https://www.swr.de/assets/swr/swr4/apple-touch-icon-180x180.png,"classical music,folk music,instrumental music,international evergreens,schlager,schlageroldies",Germany,DE,Baden-Württemberg,german,AAC,,
Total instrumental,http://stream.laut.fm/total-instrumental,http://total-instrumental.stream.laut.fm/total-instrumental?t302=2023-09-30_06-52-01&uuid=a626c8c3-df9f-4ef2-9f2f-3b71441afa67,http://www.radio-total-instrumental.de/,,"ambient,dance,electronic,instrumental",Germany,DE,,,MP3,,
Totally Radio - 70s,https://23033.live.streamtheworld.com/T_RAD_70S_S01AAC.aac,https://23033.live.streamtheworld.com/T_RAD_70S_S01AAC.aac,https://totallyradio.com.au/70S/,https://totallyradio.com.au/favicon.ico,"1970,instrumental,pop,rock",Australia,AU,Queensland Brisbane,english,AAC+,-27.490883816642,153.07214399371
Totally Radio - Easy,https://21413.live.streamtheworld.com/T_RAD_EASY_S01AAC.aac,https://21413.live.streamtheworld.com/T_RAD_EASY_S01AAC.aac,https://totallyradio.com.au/Easy/,https://totallyradio.com.au/favicon.ico,"ballads,easy listening,instrumental,soft rock",Australia,AU,Queensland Brisbane,english,AAC+,-27.490876519949,153.07213880532
Tropicalisima FM Instrumental,http://tropicalisima.org:9000/stream,http://tropicalisima.org:9000/stream,http://tropicalisima.fm/,http://cdn-radiotime-logos.tunein.com/s133393q.png,"instrumental,ridgewood,spanish",The United States Of America,US,New York,spanish,MP3,,
TSCHAIKOWSKI by Epic Piano,https://stream.epic-piano.com/tschaikowski?ref=radiobrowser,https://stream.epic-piano.com/tschaikowski?ref=radiobrowser,https://epic-piano.com/,https://i.ibb.co/hLKJJQS/Tschaikovski-PIANO.jpg,"classical,classical piano,instrumental,klassik,piano,piano jazz",Germany,DE,NRW,"american english,deutsch fränkisch,english,german,low german",MP3,50.684277705771,8.61328125
VIBEdaPLANET,http://vibedaplanet.com/radio-stream/VIBEdaPLANET.m3u,http://fusion.shoutca.st:8345/stream,http://vibedaplanet.com/,http://vibedaplanet.com/android-icon-192x192.png,"dub,funky,hip-hop classic,instrumental hip-hop,jazzy beats",The Russian Federation,RU,Saint-Petersburg,"english,russian",MP3,,
"VOWR 800 St. John's, NL",http://provisioning.streamtheworld.com/pls/VOWRAMAAC.pls,http://26443.live.streamtheworld.com/VOWRAMAAC_SC,http://www.vowr.org/,,"celtic,church services,classical,instrumental,talk radio",Canada,CA,Newfoundland,english,AAC+,,
Web Rádio NelSons,https://stm4.srvstm.com:9716/stream,https://stm4.srvstm.com:9716/stream,https://www.nelsons.com.br/,https://www.nelsons.com.br/admin/assets/img/logo.png,"instrumental,mpb",Brazil,BR,Ceara,"brasil,brazilian portuguese,portugues do brasil,português  brasil,português (brasil)",MP3,-3.7310435249275,-38.522733165052
Ашҡаҙар,http://radio.mediacdn.ru/ashkadar.mp3,http://radio.mediacdn.ru/ashkadar.mp3,https://bash.news/ashkadar/,,"bashkir,cultural news,folk,instrumental,live,opera,symphonic,talk",The Russian Federation,RU,Bashkortostan,bashkir,MP3,,
"Канал ""Музыка без слов"" Radio Rusrek Радио Русская Реклама",https://securestreams6.autopo.st:2130/instrumental,https://securestreams6.autopo.st:2130/instrumental,https://radio.rusrek.com/,https://radio.rusrek.com/images/phocaopengraph/logo-2019-06.jpg,"instrumental,russian",The United States Of America,US,New York,russian,MP3,40.590756291652,-73.960269391537
Открытое Слово,https://rs.radioslovo.net:4275/stream?1619440624532,https://rs.radioslovo.net:4275/stream?1619440624532,https://radioslovo.net/instruments.html,,"christian,instrumental",The Russian Federation,RU,,russian,MP3,,
Радио Bob Jazz - Chelyabinsk,http://stream01.radiocon.ru:8000/bobjazz,http://stream01.radiocon.ru:8000/bobjazz,https://online-red.com/radio/bob-jazz.html,http://online-red.com/images/radio-logo/bob-jazz.png,"chelyabinsk,instrumental,jazz,public radio",The Russian Federation,RU,,russian,MP3,55.155727884094,61.421813964844
РАДИО КАФЕ - Radio CAFE,http://cafe.volna.top/Cafe,http://cafe.volna.top/Cafe,https://radiocafe.volna.top/,,"amg,chillout,easy,gold,instrumental,pop,relax",The Russian Federation,RU,Moscow,russian,AAC+,,
Радио Сектор / Sector Nota,http://89.223.45.5:8000/nota-160,http://89.223.45.5:8000/nota-160,http://sectorradio.ru/,http://sectorradio.ru/icons/progressive-128.png,"classical,instrumental",The Russian Federation,RU,,,OGG,,
Радио Сектор / Sector Nota (flac),http://89.223.45.5:8000/nota-flac,http://89.223.45.5:8000/nota-flac,http://sectorradio.ru/,http://sectorradio.ru/icons/progressive-128.png,"classical,instrumental,lossless",The Russian Federation,RU,,,OGG,,
Радио Сектор / Sector Nota (opus),http://89.223.45.5:8000/nota-56,http://89.223.45.5:8000/nota-56,http://sectorradio.ru/,http://sectorradio.ru/icons/progressive-128.png,"classical,instrumental",The Russian Federation,RU,,,OGG,,
天籁之音 - Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/chunklist.m3u8,http://play-radio-stream3.hndt.com/now/JxkyN5mR/chunklist.m3u8,http://www.hndt.com/,,"instrumental,music",China,CN,Honan,chinese,UNKNOWN,,
心灵音乐馆,http://play-radio-stream3.hndt.com/now/AFqvb0VX/chunklist.m3u8,http://play-radio-stream3.hndt.com/now/AFqvb0VX/chunklist.m3u8,http://www.hndt.com/,,"ambient,classical,instrumental,relax",China,CN,Honan,chinese,UNKNOWN,,
无印良品BGM精选,https://stream.zeno.fm/brv193g9468uv,https://stream-149.zeno.fm/brv193g9468uv?zs=MwYG9vOMRn-kfR-OpMVc7g,https://www.muji.com.cn/,,instrumental,China,CN,Dalian,chinese,MP3,,
栗子的輕音樂,http://lizeradio.com:8080/;&type=mp3,http://lizeradio.com:8080/;&type=mp3,https://lizeradio.com/,,"classical,instrumental,internet radio,new age",Taiwan Province Of China,TW,Taipei,chinese,MP3,,
河南网络广播国乐悠扬,https://live.xmcdn.com/live/2291/64.m3u8,https://live.xmcdn.com/live/2291/64.m3u8,http://www.hndt.com/,,"classical,instrumental",China,CN,Honan,chinese,UNKNOWN,,
雨声轻音乐,https://stream.zeno.fm/689zc32y4x8uv,https://stream-150.zeno.fm/689zc32y4x8uv?zs=gj_YUAYvSqCb7OXADimKOg,https://zeno.fm/radio/rain-songs/,https://zeno.fm/_next/image/?url=https%3A%2F%2Fimages.zeno.fm%2F7H91xVMe87STNK770XhQ4fEDTsku-sarmSE0iLPnTJY%2Frs%3Afit%3A240%3A240%2Fg%3Ace%3A0%3A0%2FaHR0cHM6Ly9wcm94eS56ZW5vLmZtL2NvbnRlbnQvc3RhdGlvbnMvYWd4emZucGxibTh0YzNSaGRITnlNZ3NTQ2tGMWRHaERiR2xsYm5RWWdJQ3dpcXE4dGdrTUN4SU9VM1JoZEdsdmJsQnliMlpwYkdVWWdJQ3dqcy0telFzTW9nRUVlbVZ1YncvaW1hZ2UvP3Jlc2l6ZT0yNDB4MjQwJnVwZGF0ZWQ9MTYyMjU4MzM4NTAwMA.webp&w=640&q=75,"ambient,instrumental,relax",China,CN,,chinese,MP3,,
🎸 exZotikA-101,http://pub0202.101.ru:8000/stream/personal/aacp/64/857168,http://pub0202.101.ru:8000/stream/personal/aacp/64/857168,https://101.ru/radio/user/857168,https://cdn1.101.ru/proxy/vardata/modules/channel/dynamics/personal/85/857168.png?w=300&h=300&pos=center&t=1472739245,"blues,exzotika,instrumental,jazz,vocal",The Russian Federation,RU,,язык: русский,AAC+,,
🎷 exZotikA-101 Instrumental,http://pub0202.101.ru:8000/stream/personal/aacp/64/1785316,http://pub0202.101.ru:8000/stream/personal/aacp/64/1785316,https://101.ru/radio/user/1785316,https://101.ru/touch-icon-ipad.png,"exzotika,instrumental",The Russian Federation,RU,,язык: русский,AAC+,,
